"marka_kodu","tip_kodu","marka_adi","tip_adi","sifir_fiyat_id","eslestirme_yontem","eslestirme_skor","sf_marka_adi","sf_model_adi","sf_versiyon","sf_yakit","sf_vites","sf_guc","sf_liste_fiyati","sf_kampanya_fiyati","sf_scrape_date","updated_at"
"400","8047","ZIRAI TRAKTOR","JOHN DEERE 6M 240 PREMIUM IVT",,,,,,,,,,,,,"2026-06-17T19:01:33.729924+00:00"
"400","8064","ZIRAI TRAKTOR","JOHN DEERE 6M 250 PREMIUM",,,,,,,,,,,,,"2026-06-17T19:01:33.729924+00:00"
"400","8048","ZIRAI TRAKTOR","JOHN DEERE 6M 250 PREMIUM IVT",,,,,,,,,,,,,"2026-06-17T19:01:33.729924+00:00"
"400","8027","ZIRAI TRAKTOR","JOHN DEERE 6R 110 ULTIMATE",,,,,,,,,,,,,"2026-06-17T19:01:33.623402+00:00"
"400","8028","ZIRAI TRAKTOR","JOHN DEERE 6R 120 ULTIMATE",,,,,,,,,,,,,"2026-06-17T19:01:33.623402+00:00"
"400","8014","ZIRAI TRAKTOR","JOHN DEERE 6R 130 ULTIMATE",,,,,,,,,,,,,"2026-06-17T19:01:33.525968+00:00"
"400","8065","ZIRAI TRAKTOR","JOHN DEERE 6R 140 ULTIMATE",,,,,,,,,,,,,"2026-06-17T19:01:33.729924+00:00"
"400","8015","ZIRAI TRAKTOR","JOHN DEERE 6R 145 ULTIMATE",,,,,,,,,,,,,"2026-06-17T19:01:33.525968+00:00"
"400","8066","ZIRAI TRAKTOR","JOHN DEERE 6R 150 ULTIMATE",,,,,,,,,,,,,"2026-06-17T19:01:33.838687+00:00"
"400","8067","ZIRAI TRAKTOR","JOHN DEERE 6R 155 ULTIMATE",,,,,,,,,,,,,"2026-06-17T19:01:33.838687+00:00"
"400","8016","ZIRAI TRAKTOR","JOHN DEERE 6R 165 ULTIMATE",,,,,,,,,,,,,"2026-06-17T19:01:33.623402+00:00"
"400","8069","ZIRAI TRAKTOR","JOHN DEERE 6R 175 ULTIMATE",,,,,,,,,,,,,"2026-06-17T19:01:33.838687+00:00"
"400","8068","ZIRAI TRAKTOR","JOHN DEERE 6R 185 ULTIMATE",,,,,,,,,,,,,"2026-06-17T19:01:33.838687+00:00"
"400","8070","ZIRAI TRAKTOR","JOHN DEERE 6R 195 ULTIMATE",,,,,,,,,,,,,"2026-06-17T19:01:33.838687+00:00"
"400","8017","ZIRAI TRAKTOR","JOHN DEERE 6R 215 ULTIMATE",,,,,,,,,,,,,"2026-06-17T19:01:33.623402+00:00"
"400","8071","ZIRAI TRAKTOR","JOHN DEERE 6R 230 ULTIMATE",,,,,,,,,,,,,"2026-06-17T19:01:33.838687+00:00"
"400","8018","ZIRAI TRAKTOR","JOHN DEERE 6R 250 ULTIMATE",,,,,,,,,,,,,"2026-06-17T19:01:33.623402+00:00"
"400","5491","ZIRAI TRAKTOR","KARATAS 4540 AR TENTELI",,,,,,,,,,,,,"2026-06-17T19:01:29.428462+00:00"
"400","5492","ZIRAI TRAKTOR","KARATAS 4540 FR ROPSLU",,,,,,,,,,,,,"2026-06-17T19:01:29.428462+00:00"
"400","5489","ZIRAI TRAKTOR","KARATAS 5550 AR TENTELI",,,,,,,,,,,,,"2026-06-17T19:01:29.428462+00:00"
"400","5490","ZIRAI TRAKTOR","KARATAS 5550 FR ROPSLU",,,,,,,,,,,,,"2026-06-17T19:01:29.428462+00:00"
"400","6736","ZIRAI TRAKTOR","KUBA ALTERRA 400",,,,,,,,,,,,,"2026-06-17T19:01:32.531511+00:00"
"400","5286","ZIRAI TRAKTOR","KUBA HUSSAR 220T",,,,,,,,,,,,,"2026-06-17T19:01:29.333424+00:00"
"400","4343","ZIRAI TRAKTOR","KUBOTA B1241D M",,,,,,,,,,,,,"2026-06-17T19:01:28.639556+00:00"
"400","4344","ZIRAI TRAKTOR","KUBOTA B2261D M",,,,,,,,,,,,,"2026-06-17T19:01:28.639556+00:00"
"400","4367","ZIRAI TRAKTOR","KUBOTA L1382D-M",,,,,,,,,,,,,"2026-06-17T19:01:28.737826+00:00"
"400","4368","ZIRAI TRAKTOR","KUBOTA L2522D-M",,,,,,,,,,,,,"2026-06-17T19:01:28.737826+00:00"
"400","4370","ZIRAI TRAKTOR","KUBOTA L2522D-R",,,,,,,,,,,,,"2026-06-17T19:01:28.737826+00:00"
"400","4364","ZIRAI TRAKTOR","KUBOTA M4073 C C 18 F1",,,,,,,,,,,,,"2026-06-17T19:01:28.639556+00:00"
"400","4372","ZIRAI TRAKTOR","KUBOTA M4073 C R 18 F1",,,,,,,,,,,,,"2026-06-17T19:01:28.737826+00:00"
"400","4363","ZIRAI TRAKTOR","KUBOTA M5072N R 18",,,,,,,,,,,,,"2026-06-17T19:01:28.639556+00:00"
"400","4373","ZIRAI TRAKTOR","KUBOTA M5092H-C",,,,,,,,,,,,,"2026-06-17T19:01:28.737826+00:00"
"400","4371","ZIRAI TRAKTOR","KUBOTA M5102N-R",,,,,,,,,,,,,"2026-06-17T19:01:28.737826+00:00"
"400","4365","ZIRAI TRAKTOR","KUBOTA M5112H C",,,,,,,,,,,,,"2026-06-17T19:01:28.639556+00:00"
"400","4374","ZIRAI TRAKTOR","KUBOTA M5112N",,,,,,,,,,,,,"2026-06-17T19:01:28.737826+00:00"
"400","4366","ZIRAI TRAKTOR","KUBOTA M6 141U S",,,,,,,,,,,,,"2026-06-17T19:01:28.737826+00:00"
"400","4377","ZIRAI TRAKTOR","KUBOTA M6111U",,,,,,,,,,,,,"2026-06-17T19:01:28.838644+00:00"
"400","4376","ZIRAI TRAKTOR","KUBOTA M6111U SUS",,,,,,,,,,,,,"2026-06-17T19:01:28.737826+00:00"
"400","4375","ZIRAI TRAKTOR","KUBOTA M6121U",,,,,,,,,,,,,"2026-06-17T19:01:28.737826+00:00"
"400","1825","ZIRAI TRAKTOR","LANDINI 4-060",,,,,,,,,,,,,"2026-06-17T19:01:27.159338+00:00"
"400","1819","ZIRAI TRAKTOR","LANDINI 4-070",,,,,,,,,,,,,"2026-06-17T19:01:27.159338+00:00"
"400","1832","ZIRAI TRAKTOR","LANDINI 4-070 KABINLI",,,,,,,,,,,,,"2026-06-17T19:01:27.159338+00:00"
"400","1745","ZIRAI TRAKTOR","LANDINI 4-080",,,,,,,,,,,,,"2026-06-17T19:01:27.058696+00:00"
"400","1820","ZIRAI TRAKTOR","LANDINI 5-085",,,,,,,,,,,,,"2026-06-17T19:01:27.159338+00:00"
"400","1744","ZIRAI TRAKTOR","LANDINI 5-085 ROBOSHIFT",,,,,,,,,,,,,"2026-06-17T19:01:27.058696+00:00"
"400","1817","ZIRAI TRAKTOR","LANDINI 5-100",,,,,,,,,,,,,"2026-06-17T19:01:27.159338+00:00"
"400","1833","ZIRAI TRAKTOR","LANDINI 5-100 HC",,,,,,,,,,,,,"2026-06-17T19:01:27.159338+00:00"
"400","1748","ZIRAI TRAKTOR","LANDINI 5-120 EDIZIONE SPECIALE ROBOSHIFT",,,,,,,,,,,,,"2026-06-17T19:01:27.058696+00:00"
"400","2871","ZIRAI TRAKTOR","LANDINI 5-120 ES ROBOSHIFT",,,,,,,,,,,,,"2026-06-17T19:01:27.651036+00:00"
"400","1749","ZIRAI TRAKTOR","LANDINI 5-120 ROBOSHIFT",,,,,,,,,,,,,"2026-06-17T19:01:27.058696+00:00"
"400","1835","ZIRAI TRAKTOR","LANDINI 6-125H",,,,,,,,,,,,,"2026-06-17T19:01:27.159338+00:00"
"400","1836","ZIRAI TRAKTOR","LANDINI 6-135 RS",,,,,,,,,,,,,"2026-06-17T19:01:27.159338+00:00"
"400","2870","ZIRAI TRAKTOR","LANDINI 6-135H",,,,,,,,,,,,,"2026-06-17T19:01:27.651036+00:00"
"400","1837","ZIRAI TRAKTOR","LANDINI 6-155 RS ROBO SIX",,,,,,,,,,,,,"2026-06-17T19:01:27.254402+00:00"
"400","1838","ZIRAI TRAKTOR","LANDINI 7-170 RS",,,,,,,,,,,,,"2026-06-17T19:01:27.254402+00:00"
"400","1839","ZIRAI TRAKTOR","LANDINI 7-180 V-SHIFT",,,,,,,,,,,,,"2026-06-17T19:01:27.254402+00:00"
"400","1841","ZIRAI TRAKTOR","LANDINI 7-230 RS",,,,,,,,,,,,,"2026-06-17T19:01:27.254402+00:00"
"400","1842","ZIRAI TRAKTOR","LANDINI 7-240 V-SHIFT",,,,,,,,,,,,,"2026-06-17T19:01:27.254402+00:00"
"400","1829","ZIRAI TRAKTOR","LANDINI 8-310 VS",,,,,,,,,,,,,"2026-06-17T19:01:27.159338+00:00"
"400","1831","ZIRAI TRAKTOR","LANDINI LANDPOWER 180 T-TRONIC",,,,,,,,,,,,,"2026-06-17T19:01:27.159338+00:00"
"400","2869","ZIRAI TRAKTOR","LANDINI MISTRAL 2-060 GE",,,,,,,,,,,,,"2026-06-17T19:01:27.651036+00:00"
"400","1843","ZIRAI TRAKTOR","LANDINI REX 3-070F",,,,,,,,,,,,,"2026-06-17T19:01:27.254402+00:00"
"400","1844","ZIRAI TRAKTOR","LANDINI REX 3-080F",,,,,,,,,,,,,"2026-06-17T19:01:27.254402+00:00"
"400","1845","ZIRAI TRAKTOR","LANDINI REX 3-080F KABINLI",,,,,,,,,,,,,"2026-06-17T19:01:27.254402+00:00"
"400","1846","ZIRAI TRAKTOR","LANDINI REX 4-080GE",,,,,,,,,,,,,"2026-06-17T19:01:27.254402+00:00"
"400","1847","ZIRAI TRAKTOR","LANDINI REX 4-080GT",,,,,,,,,,,,,"2026-06-17T19:01:27.254402+00:00"
"400","1848","ZIRAI TRAKTOR","LANDINI REX 4-100GE",,,,,,,,,,,,,"2026-06-17T19:01:27.353335+00:00"
"400","1849","ZIRAI TRAKTOR","LANDINI REX 4-100GT",,,,,,,,,,,,,"2026-06-17T19:01:27.353335+00:00"
"400","2865","ZIRAI TRAKTOR","LANDINI REX 4-100GT KABINLI",,,,,,,,,,,,,"2026-06-17T19:01:27.651036+00:00"
"400","2866","ZIRAI TRAKTOR","LANDINI REX 4-120GE",,,,,,,,,,,,,"2026-06-17T19:01:27.651036+00:00"
"400","2867","ZIRAI TRAKTOR","LANDINI REX 4-120GT",,,,,,,,,,,,,"2026-06-17T19:01:27.651036+00:00"
"400","2868","ZIRAI TRAKTOR","LANDINI REX 4-120GT KABINLI",,,,,,,,,,,,,"2026-06-17T19:01:27.651036+00:00"
"400","1747","ZIRAI TRAKTOR","LANDINI REX 4-120GT ROBOSHIFT KABINLI",,,,,,,,,,,,,"2026-06-17T19:01:27.058696+00:00"
"400","1746","ZIRAI TRAKTOR","LANDINI REX 4-120V KABINLI",,,,,,,,,,,,,"2026-06-17T19:01:27.058696+00:00"
"400","5261","ZIRAI TRAKTOR","LONCIN LX300AU (XWOLF300)",,,,,,,,,,,,,"2026-06-17T19:01:29.333424+00:00"
"400","5259","ZIRAI TRAKTOR","LONCIN X WOLF 550",,,,,,,,,,,,,"2026-06-17T19:01:29.231287+00:00"
"400","5260","ZIRAI TRAKTOR","LONCIN XWOLF700L",,,,,,,,,,,,,"2026-06-17T19:01:29.333424+00:00"
"400","6759","ZIRAI TRAKTOR","MASSEY FERGUSON 8S.205 DYNA E-POWER EFFICIENT",,,,,,,,,,,,,"2026-06-17T19:01:32.629153+00:00"
"400","6760","ZIRAI TRAKTOR","MASSEY FERGUSON 8S.205 DYNA-7 EFFICIENT",,,,,,,,,,,,,"2026-06-17T19:01:32.629153+00:00"
"400","6768","ZIRAI TRAKTOR","MASSEY FERGUSON 8S.205 DYNA-7 EXCLUSIVE",,,,,,,,,,,,,"2026-06-17T19:01:32.727349+00:00"
"400","6767","ZIRAI TRAKTOR","MASSEY FERGUSON 8S.205 DYNAE-POWER EXCLUSIVE",,,,,,,,,,,,,"2026-06-17T19:01:32.727349+00:00"
"400","6761","ZIRAI TRAKTOR","MASSEY FERGUSON 8S.225 DYNA E-POWER EFFICIENT",,,,,,,,,,,,,"2026-06-17T19:01:32.629153+00:00"
"400","6762","ZIRAI TRAKTOR","MASSEY FERGUSON 8S.225 DYNA-7 EFFICIENT",,,,,,,,,,,,,"2026-06-17T19:01:32.629153+00:00"
"400","6770","ZIRAI TRAKTOR","MASSEY FERGUSON 8S.225 DYNA-7 EXCLUSIVE",,,,,,,,,,,,,"2026-06-17T19:01:32.727349+00:00"
"400","6769","ZIRAI TRAKTOR","MASSEY FERGUSON 8S.225 E-POWER EXCLUSIVE",,,,,,,,,,,,,"2026-06-17T19:01:32.727349+00:00"
"400","6763","ZIRAI TRAKTOR","MASSEY FERGUSON 8S.245 DYNA E-POWER EFFICIENT",,,,,,,,,,,,,"2026-06-17T19:01:32.629153+00:00"
"400","6771","ZIRAI TRAKTOR","MASSEY FERGUSON 8S.245 DYNA E-POWER EXCLUSIVE",,,,,,,,,,,,,"2026-06-17T19:01:32.727349+00:00"
"400","6764","ZIRAI TRAKTOR","MASSEY FERGUSON 8S.245 DYNA-7 EFFICIENT",,,,,,,,,,,,,"2026-06-17T19:01:32.629153+00:00"
"400","6772","ZIRAI TRAKTOR","MASSEY FERGUSON 8S.245 DYNA-7 EXCLUSIVE",,,,,,,,,,,,,"2026-06-17T19:01:32.727349+00:00"
"400","6765","ZIRAI TRAKTOR","MASSEY FERGUSON 8S.265 DYNA E-POWER EFFICIENT",,,,,,,,,,,,,"2026-06-17T19:01:32.629153+00:00"
"400","6773","ZIRAI TRAKTOR","MASSEY FERGUSON 8S.265 DYNA E-POWER EXCLUSIVE",,,,,,,,,,,,,"2026-06-17T19:01:32.727349+00:00"
"400","6766","ZIRAI TRAKTOR","MASSEY FERGUSON 8S.265 DYNA-7 EFFICIENT",,,,,,,,,,,,,"2026-06-17T19:01:32.629153+00:00"
"400","6774","ZIRAI TRAKTOR","MASSEY FERGUSON 8S.265 DYNA-7 EXCLUSIVE",,,,,,,,,,,,,"2026-06-17T19:01:32.727349+00:00"
"400","9008","ZIRAI TRAKTOR","MASSEY FERGUSON MF 2750 2WD",,,,,,,,,,,,,"2026-06-17T19:01:36.427147+00:00"
"400","9009","ZIRAI TRAKTOR","MASSEY FERGUSON MF 2750 4WD",,,,,,,,,,,,,"2026-06-17T19:01:36.427147+00:00"
"400","9010","ZIRAI TRAKTOR","MASSEY FERGUSON MF 2755 2WD",,,,,,,,,,,,,"2026-06-17T19:01:36.427147+00:00"
"400","9011","ZIRAI TRAKTOR","MASSEY FERGUSON MF 2755 4WD",,,,,,,,,,,,,"2026-06-17T19:01:36.427147+00:00"
"400","9012","ZIRAI TRAKTOR","MASSEY FERGUSON MF 2765 2WD",,,,,,,,,,,,,"2026-06-17T19:01:36.427147+00:00"
"400","9013","ZIRAI TRAKTOR","MASSEY FERGUSON MF 2765 4WD",,,,,,,,,,,,,"2026-06-17T19:01:36.427147+00:00"
"400","9014","ZIRAI TRAKTOR","MASSEY FERGUSON MF 3755 GE 4WD",,,,,,,,,,,,,"2026-06-17T19:01:36.528242+00:00"
"400","9017","ZIRAI TRAKTOR","MASSEY FERGUSON MF 3765 4WD",,,,,,,,,,,,,"2026-06-17T19:01:36.528242+00:00"
"400","9015","ZIRAI TRAKTOR","MASSEY FERGUSON MF 3765 GE 4WD",,,,,,,,,,,,,"2026-06-17T19:01:36.528242+00:00"
"400","9018","ZIRAI TRAKTOR","MASSEY FERGUSON MF 3775 4WD",,,,,,,,,,,,,"2026-06-17T19:01:36.528242+00:00"
"400","9016","ZIRAI TRAKTOR","MASSEY FERGUSON MF 3775 GE 4WD",,,,,,,,,,,,,"2026-06-17T19:01:36.528242+00:00"
"400","9019","ZIRAI TRAKTOR","MASSEY FERGUSON MF 3775 PWS 4WD",,,,,,,,,,,,,"2026-06-17T19:01:36.528242+00:00"
"400","6854","ZIRAI TRAKTOR","MASSEY FERGUSON MF 3FR.105 ESSENTIAL",,,,,,,,,,,,,"2026-06-17T19:01:33.42719+00:00"
"400","9020","ZIRAI TRAKTOR","MASSEY FERGUSON MF 3FR.105 K.D-VT EFFICIENT",,,,,,,,,,,,,"2026-06-17T19:01:36.528242+00:00"
"400","6853","ZIRAI TRAKTOR","MASSEY FERGUSON MF 3FR.105 KABINLI EFFICIENT",,,,,,,,,,,,,"2026-06-17T19:01:33.327136+00:00"
"400","6852","ZIRAI TRAKTOR","MASSEY FERGUSON MF 3FR.105 KABINLI ESSENTIAL",,,,,,,,,,,,,"2026-06-17T19:01:33.327136+00:00"
"400","9021","ZIRAI TRAKTOR","MASSEY FERGUSON MF 3FR.115 K.D-VT EFFICIENT",,,,,,,,,,,,,"2026-06-17T19:01:36.528242+00:00"
"400","6856","ZIRAI TRAKTOR","MASSEY FERGUSON MF 3FR.115 KABINLI EFFICIENT",,,,,,,,,,,,,"2026-06-17T19:01:33.42719+00:00"
"400","6855","ZIRAI TRAKTOR","MASSEY FERGUSON MF 3FR.115 KABINLI ESSENTIAL",,,,,,,,,,,,,"2026-06-17T19:01:33.42719+00:00"
"400","6844","ZIRAI TRAKTOR","MASSEY FERGUSON MF 3FR.75 EFFICIENT",,,,,,,,,,,,,"2026-06-17T19:01:33.327136+00:00"
"400","6845","ZIRAI TRAKTOR","MASSEY FERGUSON MF 3FR.75 ESSENTIAL",,,,,,,,,,,,,"2026-06-17T19:01:33.327136+00:00"
"400","6843","ZIRAI TRAKTOR","MASSEY FERGUSON MF 3FR.75 KABINLI ESSENTIAL",,,,,,,,,,,,,"2026-06-17T19:01:33.22327+00:00"
"400","6848","ZIRAI TRAKTOR","MASSEY FERGUSON MF 3FR.85 ESSENTIAL",,,,,,,,,,,,,"2026-06-17T19:01:33.327136+00:00"
"400","6847","ZIRAI TRAKTOR","MASSEY FERGUSON MF 3FR.85 KABINLI EFFICIENT",,,,,,,,,,,,,"2026-06-17T19:01:33.327136+00:00"
"400","6846","ZIRAI TRAKTOR","MASSEY FERGUSON MF 3FR.85 KABINLI ESSENTIAL",,,,,,,,,,,,,"2026-06-17T19:01:33.327136+00:00"
"400","6851","ZIRAI TRAKTOR","MASSEY FERGUSON MF 3FR.95 ESSENTIAL",,,,,,,,,,,,,"2026-06-17T19:01:33.327136+00:00"
"400","6850","ZIRAI TRAKTOR","MASSEY FERGUSON MF 3FR.95 KABINLI EFFICIENT",,,,,,,,,,,,,"2026-06-17T19:01:33.327136+00:00"
"400","6849","ZIRAI TRAKTOR","MASSEY FERGUSON MF 3FR.95 KABINLI ESSENTIAL",,,,,,,,,,,,,"2026-06-17T19:01:33.327136+00:00"
"400","6860","ZIRAI TRAKTOR","MASSEY FERGUSON MF 3GE.105 ESSENTIAL",,,,,,,,,,,,,"2026-06-17T19:01:33.42719+00:00"
"400","6857","ZIRAI TRAKTOR","MASSEY FERGUSON MF 3GE.75 ESSENTIAL",,,,,,,,,,,,,"2026-06-17T19:01:33.42719+00:00"
"400","6858","ZIRAI TRAKTOR","MASSEY FERGUSON MF 3GE.85 ESSENTIAL",,,,,,,,,,,,,"2026-06-17T19:01:33.42719+00:00"
"400","6859","ZIRAI TRAKTOR","MASSEY FERGUSON MF 3GE.95 ESSENTIAL",,,,,,,,,,,,,"2026-06-17T19:01:33.42719+00:00"
"400","6861","ZIRAI TRAKTOR","MASSEY FERGUSON MF 4708 M DYNA-2 ESSENTIAL",,,,,,,,,,,,,"2026-06-17T19:01:33.42719+00:00"
"400","6862","ZIRAI TRAKTOR","MASSEY FERGUSON MF 4709 M DYNA-2 ESSENTIAL",,,,,,,,,,,,,"2026-06-17T19:01:33.42719+00:00"
"400","6863","ZIRAI TRAKTOR","MASSEY FERGUSON MF 4710 M DYNA-2 ESSENTIAL",,,,,,,,,,,,,"2026-06-17T19:01:33.42719+00:00"
"400","5818","ZIRAI TRAKTOR","MASSEY FERGUSON MF 5709 M DYNA 4",,,,,,,,,,,,,"2026-06-17T19:01:29.622977+00:00"
"400","6779","ZIRAI TRAKTOR","MASSEY FERGUSON MF 5709 M DYNA4 UST",,,,,,,,,,,,,"2026-06-17T19:01:32.727349+00:00"
"400","5819","ZIRAI TRAKTOR","MASSEY FERGUSON MF 5710 M DYNA 4",,,,,,,,,,,,,"2026-06-17T19:01:29.622977+00:00"
"400","5820","ZIRAI TRAKTOR","MASSEY FERGUSON MF 5710 M DYNA 4 UST",,,,,,,,,,,,,"2026-06-17T19:01:29.622977+00:00"
"400","5821","ZIRAI TRAKTOR","MASSEY FERGUSON MF 5711 M DYNA 4",,,,,,,,,,,,,"2026-06-17T19:01:29.622977+00:00"
"400","5822","ZIRAI TRAKTOR","MASSEY FERGUSON MF 5711 M DYNA 4 UST",,,,,,,,,,,,,"2026-06-17T19:01:29.622977+00:00"
"400","9003","ZIRAI TRAKTOR","MASSEY FERGUSON MF 5M.105 DYNA-4 ESSENTIAL",,,,,,,,,,,,,"2026-06-17T19:01:36.32081+00:00"
"400","9004","ZIRAI TRAKTOR","MASSEY FERGUSON MF 5M.115 DYNA-4 ESSENTIAL",,,,,,,,,,,,,"2026-06-17T19:01:36.427147+00:00"
"400","9005","ZIRAI TRAKTOR","MASSEY FERGUSON MF 5M.125 DYNA-4 ESSENTIAL",,,,,,,,,,,,,"2026-06-17T19:01:36.427147+00:00"
"400","9006","ZIRAI TRAKTOR","MASSEY FERGUSON MF 5M.135 DYNA-4 ESSENTIAL",,,,,,,,,,,,,"2026-06-17T19:01:36.427147+00:00"
"400","9007","ZIRAI TRAKTOR","MASSEY FERGUSON MF 5M.145 DYNA-4 ESSENTIAL",,,,,,,,,,,,,"2026-06-17T19:01:36.427147+00:00"
"400","9002","ZIRAI TRAKTOR","MASSEY FERGUSON MF 5M.95 DYNA-4 ESSENTIAL",,,,,,,,,,,,,"2026-06-17T19:01:36.32081+00:00"
"400","5844","ZIRAI TRAKTOR","MASSEY FERGUSON MF 5S-105 DYNA-6 EXCLUSIVE",,,,,,,,,,,,,"2026-06-17T19:01:29.828569+00:00"
"400","5842","ZIRAI TRAKTOR","MASSEY FERGUSON MF 5S-145 DYNA-6 EFFICIENT",,,,,,,,,,,,,"2026-06-17T19:01:29.828569+00:00"
"400","5833","ZIRAI TRAKTOR","MASSEY FERGUSON MF 5S.105 DYNA-4 EFFICIENT",,,,,,,,,,,,,"2026-06-17T19:01:29.729969+00:00"
"400","5823","ZIRAI TRAKTOR","MASSEY FERGUSON MF 5S.105 DYNA-4 ESSENTIAL",,,,,,,,,,,,,"2026-06-17T19:01:29.622977+00:00"
"400","5843","ZIRAI TRAKTOR","MASSEY FERGUSON MF 5S.105 DYNA-4 EXCLUSIVE",,,,,,,,,,,,,"2026-06-17T19:01:29.828569+00:00"
"400","5834","ZIRAI TRAKTOR","MASSEY FERGUSON MF 5S.105 DYNA-6 EFFICIENT",,,,,,,,,,,,,"2026-06-17T19:01:29.729969+00:00"
"400","5824","ZIRAI TRAKTOR","MASSEY FERGUSON MF 5S.105 DYNA-6 ESSENTIAL",,,,,,,,,,,,,"2026-06-17T19:01:29.622977+00:00"
"400","9022","ZIRAI TRAKTOR","MASSEY FERGUSON MF 5S.105 DYNA-VT EFFICIENT",,,,,,,,,,,,,"2026-06-17T19:01:36.528242+00:00"
"400","9023","ZIRAI TRAKTOR","MASSEY FERGUSON MF 5S.105 DYNA-VT EXCLUSIVE",,,,,,,,,,,,,"2026-06-17T19:01:36.528242+00:00"
"400","5835","ZIRAI TRAKTOR","MASSEY FERGUSON MF 5S.115 DYNA-4 EFFICIENT",,,,,,,,,,,,,"2026-06-17T19:01:29.729969+00:00"
"400","5845","ZIRAI TRAKTOR","MASSEY FERGUSON MF 5S.115 DYNA-4 EXCLUSIVE",,,,,,,,,,,,,"2026-06-17T19:01:29.828569+00:00"
"400","5836","ZIRAI TRAKTOR","MASSEY FERGUSON MF 5S.115 DYNA-6 EFFICIENT",,,,,,,,,,,,,"2026-06-17T19:01:29.729969+00:00"
"400","5826","ZIRAI TRAKTOR","MASSEY FERGUSON MF 5S.115 DYNA-6 ESSENTIAL",,,,,,,,,,,,,"2026-06-17T19:01:29.622977+00:00"
"400","5846","ZIRAI TRAKTOR","MASSEY FERGUSON MF 5S.115 DYNA-6 EXCLUSIVE",,,,,,,,,,,,,"2026-06-17T19:01:29.828569+00:00"
"400","9024","ZIRAI TRAKTOR","MASSEY FERGUSON MF 5S.115 DYNA-VT EFFICIENT",,,,,,,,,,,,,"2026-06-17T19:01:36.625153+00:00"
"400","9025","ZIRAI TRAKTOR","MASSEY FERGUSON MF 5S.115 DYNA-VT EXCLUSIVE",,,,,,,,,,,,,"2026-06-17T19:01:36.625153+00:00"
"400","5825","ZIRAI TRAKTOR","MASSEY FERGUSON MF 5S.115 DYNA4-ESSENTIAL",,,,,,,,,,,,,"2026-06-17T19:01:29.622977+00:00"
"400","5837","ZIRAI TRAKTOR","MASSEY FERGUSON MF 5S.125 DYNA-4 EFFICIENT",,,,,,,,,,,,,"2026-06-17T19:01:29.828569+00:00"
"400","5827","ZIRAI TRAKTOR","MASSEY FERGUSON MF 5S.125 DYNA-4 ESSENTIAL",,,,,,,,,,,,,"2026-06-17T19:01:29.729969+00:00"
"400","5847","ZIRAI TRAKTOR","MASSEY FERGUSON MF 5S.125 DYNA-4 EXCLUSIVE",,,,,,,,,,,,,"2026-06-17T19:01:29.931097+00:00"
"400","5838","ZIRAI TRAKTOR","MASSEY FERGUSON MF 5S.125 DYNA-6 EFFICIENT",,,,,,,,,,,,,"2026-06-17T19:01:29.828569+00:00"
"400","5828","ZIRAI TRAKTOR","MASSEY FERGUSON MF 5S.125 DYNA-6 ESSENTIAL",,,,,,,,,,,,,"2026-06-17T19:01:29.729969+00:00"
"400","5848","ZIRAI TRAKTOR","MASSEY FERGUSON MF 5S.125 DYNA-6 EXCLUSIVE",,,,,,,,,,,,,"2026-06-17T19:01:29.931097+00:00"
"400","9026","ZIRAI TRAKTOR","MASSEY FERGUSON MF 5S.125 DYNA-VT EFFICIENT",,,,,,,,,,,,,"2026-06-17T19:01:36.625153+00:00"
"400","9027","ZIRAI TRAKTOR","MASSEY FERGUSON MF 5S.125 DYNA-VT EXCLUSIVE",,,,,,,,,,,,,"2026-06-17T19:01:36.625153+00:00"
"400","5839","ZIRAI TRAKTOR","MASSEY FERGUSON MF 5S.135 DYNA-4 EFFICIENT",,,,,,,,,,,,,"2026-06-17T19:01:29.828569+00:00"
"400","5829","ZIRAI TRAKTOR","MASSEY FERGUSON MF 5S.135 DYNA-4 ESSENTIAL",,,,,,,,,,,,,"2026-06-17T19:01:29.729969+00:00"
"400","6755","ZIRAI TRAKTOR","MASSEY FERGUSON MF 5S.135 DYNA-4 EXCLUSIVE",,,,,,,,,,,,,"2026-06-17T19:01:32.531511+00:00"
"400","5840","ZIRAI TRAKTOR","MASSEY FERGUSON MF 5S.135 DYNA-6 EFFICIENT",,,,,,,,,,,,,"2026-06-17T19:01:29.828569+00:00"
"400","5830","ZIRAI TRAKTOR","MASSEY FERGUSON MF 5S.135 DYNA-6 ESSENTIAL",,,,,,,,,,,,,"2026-06-17T19:01:29.729969+00:00"
"400","6756","ZIRAI TRAKTOR","MASSEY FERGUSON MF 5S.135 DYNA-6 EXCLUSIVE",,,,,,,,,,,,,"2026-06-17T19:01:32.531511+00:00"
"400","9028","ZIRAI TRAKTOR","MASSEY FERGUSON MF 5S.135 DYNA-VT EFFICIENT",,,,,,,,,,,,,"2026-06-17T19:01:36.625153+00:00"
"400","9029","ZIRAI TRAKTOR","MASSEY FERGUSON MF 5S.135 DYNA-VT EXCLUSIVE",,,,,,,,,,,,,"2026-06-17T19:01:36.625153+00:00"
"400","5841","ZIRAI TRAKTOR","MASSEY FERGUSON MF 5S.145 DYNA-4 EFFICIENT",,,,,,,,,,,,,"2026-06-17T19:01:29.828569+00:00"
